id,nombre,email,ciudad,fecha_registro,canal_adquisicion,es_vip
2117,Carlos Ruiz 2117,cliente2117@email.com,Valencia,2037-05-22,facebook,False
2118,Marta Soto 2118,cliente2118@email.com,Sevilla,2037-05-25,organico,False
2119,Pablo Díaz 2119,cliente2119@email.com,Bilbao,2037-05-28,referido,False
2120,Sara Vega 2120,cliente2120@email.com,Madrid,2037-05-31,email,False
2121,Ana García 2121,cliente2121@email.com,Barcelona,2037-06-03,google,True
2122,Luis Martín 2122,cliente2122@email.com,Valencia,2037-06-06,facebook,False
2123,Eva López 2123,cliente2123@email.com,Sevilla,2037-06-09,organico,False
2124,Carlos Ruiz 2124,cliente2124@email.com,Bilbao,2037-06-12,referido,False
2125,Marta Soto 2125,cliente2125@email.com,Madrid,2037-06-15,email,False
2126,Pablo Díaz 2126,cliente2126@email.com,Barcelona,2037-06-18,google,False
2127,Sara Vega 2127,cliente2127@email.com,Valencia,2037-06-21,facebook,False
2128,Ana García 2128,cliente2128@email.com,Sevilla,2037-06-24,organico,True
2129,Luis Martín 2129,cliente2129@email.com,Bilbao,2037-06-27,referido,False
2130,Eva López 2130,cliente2130@email.com,Madrid,2037-06-30,email,False
2131,Carlos Ruiz 2131,cliente2131@email.com,Barcelona,2037-07-03,google,False
2132,Marta Soto 2132,cliente2132@email.com,Valencia,2037-07-06,facebook,False
2133,Pablo Díaz 2133,cliente2133@email.com,Sevilla,2037-07-09,organico,False
2134,Sara Vega 2134,cliente2134@email.com,Bilbao,2037-07-12,referido,False
2135,Ana García 2135,cliente2135@email.com,Madrid,2037-07-15,email,True
2136,Luis Martín 2136,cliente2136@email.com,Barcelona,2037-07-18,google,False
2137,Eva López 2137,cliente2137@email.com,Valencia,2037-07-21,facebook,False
2138,Carlos Ruiz 2138,cliente2138@email.com,Sevilla,2037-07-24,organico,False
2139,Marta Soto 2139,cliente2139@email.com,Bilbao,2037-07-27,referido,False
2140,Pablo Díaz 2140,cliente2140@email.com,Madrid,2037-07-30,email,False
2141,Sara Vega 2141,cliente2141@email.com,Barcelona,2037-08-02,google,False
2142,Ana García 2142,cliente2142@email.com,Valencia,2037-08-05,facebook,True
2143,Luis Martín 2143,cliente2143@email.com,Sevilla,2037-08-08,organico,False
2144,Eva López 2144,cliente2144@email.com,Bilbao,2037-08-11,referido,False
2145,Carlos Ruiz 2145,cliente2145@email.com,Madrid,2037-08-14,email,False
2146,Marta Soto 2146,cliente2146@email.com,Barcelona,2037-08-17,google,False
2147,Pablo Díaz 2147,cliente2147@email.com,Valencia,2037-08-20,facebook,False
2148,Sara Vega 2148,cliente2148@email.com,Sevilla,2037-08-23,organico,False
2149,Ana García 2149,cliente2149@email.com,Bilbao,2037-08-26,referido,True
2150,Luis Martín 2150,cliente2150@email.com,Madrid,2037-08-29,email,False
2151,Eva López 2151,cliente2151@email.com,Barcelona,2037-09-01,google,False
2152,Carlos Ruiz 2152,cliente2152@email.com,Valencia,2037-09-04,facebook,False
2153,Marta Soto 2153,cliente2153@email.com,Sevilla,2037-09-07,organico,False
2154,Pablo Díaz 2154,cliente2154@email.com,Bilbao,2037-09-10,referido,False
2155,Sara Vega 2155,cliente2155@email.com,Madrid,2037-09-13,email,False
2156,Ana García 2156,cliente2156@email.com,Barcelona,2037-09-16,google,True
2157,Luis Martín 2157,cliente2157@email.com,Valencia,2037-09-19,facebook,False
2158,Eva López 2158,cliente2158@email.com,Sevilla,2037-09-22,organico,False
2159,Carlos Ruiz 2159,cliente2159@email.com,Bilbao,2037-09-25,referido,False
2160,Marta Soto 2160,cliente2160@email.com,Madrid,2037-09-28,email,False
2161,Pablo Díaz 2161,cliente2161@email.com,Barcelona,2037-10-01,google,False
2162,Sara Vega 2162,cliente2162@email.com,Valencia,2037-10-04,facebook,False
2163,Ana García 2163,cliente2163@email.com,Sevilla,2037-10-07,organico,True
2164,Luis Martín 2164,cliente2164@email.com,Bilbao,2037-10-10,referido,False
2165,Eva López 2165,cliente2165@email.com,Madrid,2037-10-13,email,False
2166,Carlos Ruiz 2166,cliente2166@email.com,Barcelona,2037-10-16,google,False
2167,Marta Soto 2167,cliente2167@email.com,Valencia,2037-10-19,facebook,False
2168,Pablo Díaz 2168,cliente2168@email.com,Sevilla,2037-10-22,organico,False
2169,Sara Vega 2169,cliente2169@email.com,Bilbao,2037-10-25,referido,False
2170,Ana García 2170,cliente2170@email.com,Madrid,2037-10-28,email,True
2171,Luis Martín 2171,cliente2171@email.com,Barcelona,2037-10-31,google,False
2172,Eva López 2172,cliente2172@email.com,Valencia,2037-11-03,facebook,False
2173,Carlos Ruiz 2173,cliente2173@email.com,Sevilla,2037-11-06,organico,False
2174,Marta Soto 2174,cliente2174@email.com,Bilbao,2037-11-09,referido,False
2175,Pablo Díaz 2175,cliente2175@email.com,Madrid,2037-11-12,email,False
2176,Sara Vega 2176,cliente2176@email.com,Barcelona,2037-11-15,google,False
2177,Ana García 2177,cliente2177@email.com,Valencia,2037-11-18,facebook,True
2178,Luis Martín 2178,cliente2178@email.com,Sevilla,2037-11-21,organico,False
2179,Eva López 2179,cliente2179@email.com,Bilbao,2037-11-24,referido,False
2180,Carlos Ruiz 2180,cliente2180@email.com,Madrid,2037-11-27,email,False
2181,Marta Soto 2181,cliente2181@email.com,Barcelona,2037-11-30,google,False
2182,Pablo Díaz 2182,cliente2182@email.com,Valencia,2037-12-03,facebook,False
2183,Sara Vega 2183,cliente2183@email.com,Sevilla,2037-12-06,organico,False
2184,Ana García 2184,cliente2184@email.com,Bilbao,2037-12-09,referido,True
2185,Luis Martín 2185,cliente2185@email.com,Madrid,2037-12-12,email,False
2186,Eva López 2186,cliente2186@email.com,Barcelona,2037-12-15,google,False
2187,Carlos Ruiz 2187,cliente2187@email.com,Valencia,2037-12-18,facebook,False
2188,Marta Soto 2188,cliente2188@email.com,Sevilla,2037-12-21,organico,False
2189,Pablo Díaz 2189,cliente2189@email.com,Bilbao,2037-12-24,referido,False
2190,Sara Vega 2190,cliente2190@email.com,Madrid,2037-12-27,email,False
2191,Ana García 2191,cliente2191@email.com,Barcelona,2037-12-30,google,True
2192,Luis Martín 2192,cliente2192@email.com,Valencia,2038-01-02,facebook,False
2193,Eva López 2193,cliente2193@email.com,Sevilla,2038-01-05,organico,False
2194,Carlos Ruiz 2194,cliente2194@email.com,Bilbao,2038-01-08,referido,False
2195,Marta Soto 2195,cliente2195@email.com,Madrid,2038-01-11,email,False
2196,Pablo Díaz 2196,cliente2196@email.com,Barcelona,2038-01-14,google,False
2197,Sara Vega 2197,cliente2197@email.com,Valencia,2038-01-17,facebook,False
2198,Ana García 2198,cliente2198@email.com,Sevilla,2038-01-20,organico,True
2199,Luis Martín 2199,cliente2199@email.com,Bilbao,2038-01-23,referido,False
2200,Eva López 2200,cliente2200@email.com,Madrid,2038-01-26,email,False
2201,Carlos Ruiz 2201,cliente2201@email.com,Barcelona,2038-01-29,google,False
2202,Marta Soto 2202,cliente2202@email.com,Valencia,2038-02-01,facebook,False
2203,Pablo Díaz 2203,cliente2203@email.com,Sevilla,2038-02-04,organico,False
2204,Sara Vega 2204,cliente2204@email.com,Bilbao,2038-02-07,referido,False
2205,Ana García 2205,cliente2205@email.com,Madrid,2038-02-10,email,True
2206,Luis Martín 2206,cliente2206@email.com,Barcelona,2038-02-13,google,False
2207,Eva López 2207,cliente2207@email.com,Valencia,2038-02-16,facebook,False
2208,Carlos Ruiz 2208,cliente2208@email.com,Sevilla,2038-02-19,organico,False
2209,Marta Soto 2209,cliente2209@email.com,Bilbao,2038-02-22,referido,False
2210,Pablo Díaz 2210,cliente2210@email.com,Madrid,2038-02-25,email,False
2211,Sara Vega 2211,cliente2211@email.com,Barcelona,2038-02-28,google,False
2212,Ana García 2212,cliente2212@email.com,Valencia,2038-03-03,facebook,True
2213,Luis Martín 2213,cliente2213@email.com,Sevilla,2038-03-06,organico,False
2214,Eva López 2214,cliente2214@email.com,Bilbao,2038-03-09,referido,False
2215,Carlos Ruiz 2215,cliente2215@email.com,Madrid,2038-03-12,email,False
2216,Marta Soto 2216,cliente2216@email.com,Barcelona,2038-03-15,google,False
2217,Pablo Díaz 2217,cliente2217@email.com,Valencia,2038-03-18,facebook,False
2218,Sara Vega 2218,cliente2218@email.com,Sevilla,2038-03-21,organico,False
2219,Ana García 2219,cliente2219@email.com,Bilbao,2038-03-24,referido,True
2220,Luis Martín 2220,cliente2220@email.com,Madrid,2038-03-27,email,False
2221,Eva López 2221,cliente2221@email.com,Barcelona,2038-03-30,google,False
2222,Carlos Ruiz 2222,cliente2222@email.com,Valencia,2038-04-02,facebook,False
2223,Marta Soto 2223,cliente2223@email.com,Sevilla,2038-04-05,organico,False
2224,Pablo Díaz 2224,cliente2224@email.com,Bilbao,2038-04-08,referido,False
2225,Sara Vega 2225,cliente2225@email.com,Madrid,2038-04-11,email,False
2226,Ana García 2226,cliente2226@email.com,Barcelona,2038-04-14,google,True
2227,Luis Martín 2227,cliente2227@email.com,Valencia,2038-04-17,facebook,False
2228,Eva López 2228,cliente2228@email.com,Sevilla,2038-04-20,organico,False
2229,Carlos Ruiz 2229,cliente2229@email.com,Bilbao,2038-04-23,referido,False
2230,Marta Soto 2230,cliente2230@email.com,Madrid,2038-04-26,email,False
2231,Pablo Díaz 2231,cliente2231@email.com,Barcelona,2038-04-29,google,False
2232,Sara Vega 2232,cliente2232@email.com,Valencia,2038-05-02,facebook,False
2233,Ana García 2233,cliente2233@email.com,Sevilla,2038-05-05,organico,True
2234,Luis Martín 2234,cliente2234@email.com,Bilbao,2038-05-08,referido,False
2235,Eva López 2235,cliente2235@email.com,Madrid,2038-05-11,email,False
2236,Carlos Ruiz 2236,cliente2236@email.com,Barcelona,2038-05-14,google,False
2237,Marta Soto 2237,cliente2237@email.com,Valencia,2038-05-17,facebook,False
2238,Pablo Díaz 2238,cliente2238@email.com,Sevilla,2038-05-20,organico,False
2239,Sara Vega 2239,cliente2239@email.com,Bilbao,2038-05-23,referido,False
2240,Ana García 2240,cliente2240@email.com,Madrid,2038-05-26,email,True
2241,Luis Martín 2241,cliente2241@email.com,Barcelona,2038-05-29,google,False
2242,Eva López 2242,cliente2242@email.com,Valencia,2038-06-01,facebook,False
2243,Carlos Ruiz 2243,cliente2243@email.com,Sevilla,2038-06-04,organico,False
2244,Marta Soto 2244,cliente2244@email.com,Bilbao,2038-06-07,referido,False
2245,Pablo Díaz 2245,cliente2245@email.com,Madrid,2038-06-10,email,False
2246,Sara Vega 2246,cliente2246@email.com,Barcelona,2038-06-13,google,False
2247,Ana García 2247,cliente2247@email.com,Valencia,2038-06-16,facebook,True
2248,Luis Martín 2248,cliente2248@email.com,Sevilla,2038-06-19,organico,False
2249,Eva López 2249,cliente2249@email.com,Bilbao,2038-06-22,referido,False
2250,Carlos Ruiz 2250,cliente2250@email.com,Madrid,2038-06-25,email,False
2251,Marta Soto 2251,cliente2251@email.com,Barcelona,2038-06-28,google,False
2252,Pablo Díaz 2252,cliente2252@email.com,Valencia,2038-07-01,facebook,False
2253,Sara Vega 2253,cliente2253@email.com,Sevilla,2038-07-04,organico,False
2254,Ana García 2254,cliente2254@email.com,Bilbao,2038-07-07,referido,True
2255,Luis Martín 2255,cliente2255@email.com,Madrid,2038-07-10,email,False
2256,Eva López 2256,cliente2256@email.com,Barcelona,2038-07-13,google,False
2257,Carlos Ruiz 2257,cliente2257@email.com,Valencia,2038-07-16,facebook,False
2258,Marta Soto 2258,cliente2258@email.com,Sevilla,2038-07-19,organico,False
2259,Pablo Díaz 2259,cliente2259@email.com,Bilbao,2038-07-22,referido,False
2260,Sara Vega 2260,cliente2260@email.com,Madrid,2038-07-25,email,False
2261,Ana García 2261,cliente2261@email.com,Barcelona,2038-07-28,google,True
2262,Luis Martín 2262,cliente2262@email.com,Valencia,2038-07-31,facebook,False
2263,Eva López 2263,cliente2263@email.com,Sevilla,2038-08-03,organico,False
2264,Carlos Ruiz 2264,cliente2264@email.com,Bilbao,2038-08-06,referido,False
2265,Marta Soto 2265,cliente2265@email.com,Madrid,2038-08-09,email,False
2266,Pablo Díaz 2266,cliente2266@email.com,Barcelona,2038-08-12,google,False
2267,Sara Vega 2267,cliente2267@email.com,Valencia,2038-08-15,facebook,False
2268,Ana García 2268,cliente2268@email.com,Sevilla,2038-08-18,organico,True
2269,Luis Martín 2269,cliente2269@email.com,Bilbao,2038-08-21,referido,False
2270,Eva López 2270,cliente2270@email.com,Madrid,2038-08-24,email,False
2271,Carlos Ruiz 2271,cliente2271@email.com,Barcelona,2038-08-27,google,False
2272,Marta Soto 2272,cliente2272@email.com,Valencia,2038-08-30,facebook,False
2273,Pablo Díaz 2273,cliente2273@email.com,Sevilla,2038-09-02,organico,False
2274,Sara Vega 2274,cliente2274@email.com,Bilbao,2038-09-05,referido,False
2275,Ana García 2275,cliente2275@email.com,Madrid,2038-09-08,email,True
2276,Luis Martín 2276,cliente2276@email.com,Barcelona,2038-09-11,google,False
2277,Eva López 2277,cliente2277@email.com,Valencia,2038-09-14,facebook,False
2278,Carlos Ruiz 2278,cliente2278@email.com,Sevilla,2038-09-17,organico,False
2279,Marta Soto 2279,cliente2279@email.com,Bilbao,2038-09-20,referido,False
2280,Pablo Díaz 2280,cliente2280@email.com,Madrid,2038-09-23,email,False
2281,Sara Vega 2281,cliente2281@email.com,Barcelona,2038-09-26,google,False
2282,Ana García 2282,cliente2282@email.com,Valencia,2038-09-29,facebook,True
2283,Luis Martín 2283,cliente2283@email.com,Sevilla,2038-10-02,organico,False
2284,Eva López 2284,cliente2284@email.com,Bilbao,2038-10-05,referido,False
2285,Carlos Ruiz 2285,cliente2285@email.com,Madrid,2038-10-08,email,False
2286,Marta Soto 2286,cliente2286@email.com,Barcelona,2038-10-11,google,False
2287,Pablo Díaz 2287,cliente2287@email.com,Valencia,2038-10-14,facebook,False
2288,Sara Vega 2288,cliente2288@email.com,Sevilla,2038-10-17,organico,False
2289,Ana García 2289,cliente2289@email.com,Bilbao,2038-10-20,referido,True
2290,Luis Martín 2290,cliente2290@email.com,Madrid,2038-10-23,email,False
2291,Eva López 2291,cliente2291@email.com,Barcelona,2038-10-26,google,False
2292,Carlos Ruiz 2292,cliente2292@email.com,Valencia,2038-10-29,facebook,False
2293,Marta Soto 2293,cliente2293@email.com,Sevilla,2038-11-01,organico,False
2294,Pablo Díaz 2294,cliente2294@email.com,Bilbao,2038-11-04,referido,False
2295,Sara Vega 2295,cliente2295@email.com,Madrid,2038-11-07,email,False
2296,Ana García 2296,cliente2296@email.com,Barcelona,2038-11-10,google,True
2297,Luis Martín 2297,cliente2297@email.com,Valencia,2038-11-13,facebook,False
2298,Eva López 2298,cliente2298@email.com,Sevilla,2038-11-16,organico,False
2299,Carlos Ruiz 2299,cliente2299@email.com,Bilbao,2038-11-19,referido,False
2300,Marta Soto 2300,cliente2300@email.com,Madrid,2038-11-22,email,False
2301,Pablo Díaz 2301,cliente2301@email.com,Barcelona,2038-11-25,google,False
2302,Sara Vega 2302,cliente2302@email.com,Valencia,2038-11-28,facebook,False
2303,Ana García 2303,cliente2303@email.com,Sevilla,2038-12-01,organico,True
2304,Luis Martín 2304,cliente2304@email.com,Bilbao,2038-12-04,referido,False
2305,Eva López 2305,cliente2305@email.com,Madrid,2038-12-07,email,False
2306,Carlos Ruiz 2306,cliente2306@email.com,Barcelona,2038-12-10,google,False
2307,Marta Soto 2307,cliente2307@email.com,Valencia,2038-12-13,facebook,False
2308,Pablo Díaz 2308,cliente2308@email.com,Sevilla,2038-12-16,organico,False
2309,Sara Vega 2309,cliente2309@email.com,Bilbao,2038-12-19,referido,False
2310,Ana García 2310,cliente2310@email.com,Madrid,2038-12-22,email,True
2311,Luis Martín 2311,cliente2311@email.com,Barcelona,2038-12-25,google,False
2312,Eva López 2312,cliente2312@email.com,Valencia,2038-12-28,facebook,False
2313,Carlos Ruiz 2313,cliente2313@email.com,Sevilla,2038-12-31,organico,False
2314,Marta Soto 2314,cliente2314@email.com,Bilbao,2039-01-03,referido,False
2315,Pablo Díaz 2315,cliente2315@email.com,Madrid,2039-01-06,email,False
2316,Sara Vega 2316,cliente2316@email.com,Barcelona,2039-01-09,google,False
2317,Ana García 2317,cliente2317@email.com,Valencia,2039-01-12,facebook,True
2318,Luis Martín 2318,cliente2318@email.com,Sevilla,2039-01-15,organico,False
2319,Eva López 2319,cliente2319@email.com,Bilbao,2039-01-18,referido,False
2320,Carlos Ruiz 2320,cliente2320@email.com,Madrid,2039-01-21,email,False
2321,Marta Soto 2321,cliente2321@email.com,Barcelona,2039-01-24,google,False
2322,Pablo Díaz 2322,cliente2322@email.com,Valencia,2039-01-27,facebook,False
2323,Sara Vega 2323,cliente2323@email.com,Sevilla,2039-01-30,organico,False
2324,Ana García 2324,cliente2324@email.com,Bilbao,2039-02-02,referido,True
2325,Luis Martín 2325,cliente2325@email.com,Madrid,2039-02-05,email,False
2326,Eva López 2326,cliente2326@email.com,Barcelona,2039-02-08,google,False
2327,Carlos Ruiz 2327,cliente2327@email.com,Valencia,2039-02-11,facebook,False
2328,Marta Soto 2328,cliente2328@email.com,Sevilla,2039-02-14,organico,False
2329,Pablo Díaz 2329,cliente2329@email.com,Bilbao,2039-02-17,referido,False
2330,Sara Vega 2330,cliente2330@email.com,Madrid,2039-02-20,email,False
2331,Ana García 2331,cliente2331@email.com,Barcelona,2039-02-23,google,True
2332,Luis Martín 2332,cliente2332@email.com,Valencia,2039-02-26,facebook,False
2333,Eva López 2333,cliente2333@email.com,Sevilla,2039-03-01,organico,False
2334,Carlos Ruiz 2334,cliente2334@email.com,Bilbao,2039-03-04,referido,False
2335,Marta Soto 2335,cliente2335@email.com,Madrid,2039-03-07,email,False
2336,Pablo Díaz 2336,cliente2336@email.com,Barcelona,2039-03-10,google,False
2337,Sara Vega 2337,cliente2337@email.com,Valencia,2039-03-13,facebook,False
2338,Ana García 2338,cliente2338@email.com,Sevilla,2039-03-16,organico,True
2339,Luis Martín 2339,cliente2339@email.com,Bilbao,2039-03-19,referido,False
2340,Eva López 2340,cliente2340@email.com,Madrid,2039-03-22,email,False
2341,Carlos Ruiz 2341,cliente2341@email.com,Barcelona,2039-03-25,google,False
2342,Marta Soto 2342,cliente2342@email.com,Valencia,2039-03-28,facebook,False
2343,Pablo Díaz 2343,cliente2343@email.com,Sevilla,2039-03-31,organico,False
2344,Sara Vega 2344,cliente2344@email.com,Bilbao,2039-04-03,referido,False
2345,Ana García 2345,cliente2345@email.com,Madrid,2039-04-06,email,True
2346,Luis Martín 2346,cliente2346@email.com,Barcelona,2039-04-09,google,False
2347,Eva López 2347,cliente2347@email.com,Valencia,2039-04-12,facebook,False
2348,Carlos Ruiz 2348,cliente2348@email.com,Sevilla,2039-04-15,organico,False
2349,Marta Soto 2349,cliente2349@email.com,Bilbao,2039-04-18,referido,False
2350,Pablo Díaz 2350,cliente2350@email.com,Madrid,2039-04-21,email,False
2351,Sara Vega 2351,cliente2351@email.com,Barcelona,2039-04-24,google,False
2352,Ana García 2352,cliente2352@email.com,Valencia,2039-04-27,facebook,True
2353,Luis Martín 2353,cliente2353@email.com,Sevilla,2039-04-30,organico,False
2354,Eva López 2354,cliente2354@email.com,Bilbao,2039-05-03,referido,False
2355,Carlos Ruiz 2355,cliente2355@email.com,Madrid,2039-05-06,email,False
2356,Marta Soto 2356,cliente2356@email.com,Barcelona,2039-05-09,google,False
2357,Pablo Díaz 2357,cliente2357@email.com,Valencia,2039-05-12,facebook,False
2358,Sara Vega 2358,cliente2358@email.com,Sevilla,2039-05-15,organico,False
2359,Ana García 2359,cliente2359@email.com,Bilbao,2039-05-18,referido,True
2360,Luis Martín 2360,cliente2360@email.com,Madrid,2039-05-21,email,False
2361,Eva López 2361,cliente2361@email.com,Barcelona,2039-05-24,google,False
2362,Carlos Ruiz 2362,cliente2362@email.com,Valencia,2039-05-27,facebook,False
2363,Marta Soto 2363,cliente2363@email.com,Sevilla,2039-05-30,organico,False
2364,Pablo Díaz 2364,cliente2364@email.com,Bilbao,2039-06-02,referido,False
2365,Sara Vega 2365,cliente2365@email.com,Madrid,2039-06-05,email,False
2366,Ana García 2366,cliente2366@email.com,Barcelona,2039-06-08,google,True
2367,Luis Martín 2367,cliente2367@email.com,Valencia,2039-06-11,facebook,False
2368,Eva López 2368,cliente2368@email.com,Sevilla,2039-06-14,organico,False
2369,Carlos Ruiz 2369,cliente2369@email.com,Bilbao,2039-06-17,referido,False
2370,Marta Soto 2370,cliente2370@email.com,Madrid,2039-06-20,email,False
2371,Pablo Díaz 2371,cliente2371@email.com,Barcelona,2039-06-23,google,False
2372,Sara Vega 2372,cliente2372@email.com,Valencia,2039-06-26,facebook,False
2373,Ana García 2373,cliente2373@email.com,Sevilla,2039-06-29,organico,True
2374,Luis Martín 2374,cliente2374@email.com,Bilbao,2039-07-02,referido,False
2375,Eva López 2375,cliente2375@email.com,Madrid,2039-07-05,email,False
2376,Carlos Ruiz 2376,cliente2376@email.com,Barcelona,2039-07-08,google,False
2377,Marta Soto 2377,cliente2377@email.com,Valencia,2039-07-11,facebook,False
2378,Pablo Díaz 2378,cliente2378@email.com,Sevilla,2039-07-14,organico,False
2379,Sara Vega 2379,cliente2379@email.com,Bilbao,2039-07-17,referido,False
2380,Ana García 2380,cliente2380@email.com,Madrid,2039-07-20,email,True
2381,Luis Martín 2381,cliente2381@email.com,Barcelona,2039-07-23,google,False
2382,Eva López 2382,cliente2382@email.com,Valencia,2039-07-26,facebook,False
2383,Carlos Ruiz 2383,cliente2383@email.com,Sevilla,2039-07-29,organico,False
2384,Marta Soto 2384,cliente2384@email.com,Bilbao,2039-08-01,referido,False
2385,Pablo Díaz 2385,cliente2385@email.com,Madrid,2039-08-04,email,False
2386,Sara Vega 2386,cliente2386@email.com,Barcelona,2039-08-07,google,False
2387,Ana García 2387,cliente2387@email.com,Valencia,2039-08-10,facebook,True
2388,Luis Martín 2388,cliente2388@email.com,Sevilla,2039-08-13,organico,False
2389,Eva López 2389,cliente2389@email.com,Bilbao,2039-08-16,referido,False
2390,Carlos Ruiz 2390,cliente2390@email.com,Madrid,2039-08-19,email,False
2391,Marta Soto 2391,cliente2391@email.com,Barcelona,2039-08-22,google,False
2392,Pablo Díaz 2392,cliente2392@email.com,Valencia,2039-08-25,facebook,False
2393,Sara Vega 2393,cliente2393@email.com,Sevilla,2039-08-28,organico,False
2394,Ana García 2394,cliente2394@email.com,Bilbao,2039-08-31,referido,True
2395,Luis Martín 2395,cliente2395@email.com,Madrid,2039-09-03,email,False
2396,Eva López 2396,cliente2396@email.com,Barcelona,2039-09-06,google,False
2397,Carlos Ruiz 2397,cliente2397@email.com,Valencia,2039-09-09,facebook,False
2398,Marta Soto 2398,cliente2398@email.com,Sevilla,2039-09-12,organico,False
2399,Pablo Díaz 2399,cliente2399@email.com,Bilbao,2039-09-15,referido,False
2400,Sara Vega 2400,cliente2400@email.com,Madrid,2039-09-18,email,False
2401,Ana García 2401,cliente2401@email.com,Barcelona,2039-09-21,google,True
2402,Luis Martín 2402,cliente2402@email.com,Valencia,2039-09-24,facebook,False
2403,Eva López 2403,cliente2403@email.com,Sevilla,2039-09-27,organico,False
2404,Carlos Ruiz 2404,cliente2404@email.com,Bilbao,2039-09-30,referido,False
2405,Marta Soto 2405,cliente2405@email.com,Madrid,2039-10-03,email,False
2406,Pablo Díaz 2406,cliente2406@email.com,Barcelona,2039-10-06,google,False
2407,Sara Vega 2407,cliente2407@email.com,Valencia,2039-10-09,facebook,False
2408,Ana García 2408,cliente2408@email.com,Sevilla,2039-10-12,organico,True
2409,Luis Martín 2409,cliente2409@email.com,Bilbao,2039-10-15,referido,False
2410,Eva López 2410,cliente2410@email.com,Madrid,2039-10-18,email,False
2411,Carlos Ruiz 2411,cliente2411@email.com,Barcelona,2039-10-21,google,False
2412,Marta Soto 2412,cliente2412@email.com,Valencia,2039-10-24,facebook,False
2413,Pablo Díaz 2413,cliente2413@email.com,Sevilla,2039-10-27,organico,False
2414,Sara Vega 2414,cliente2414@email.com,Bilbao,2039-10-30,referido,False
2415,Ana García 2415,cliente2415@email.com,Madrid,2039-11-02,email,True
2416,Luis Martín 2416,cliente2416@email.com,Barcelona,2039-11-05,google,False
2417,Eva López 2417,cliente2417@email.com,Valencia,2039-11-08,facebook,False
2418,Carlos Ruiz 2418,cliente2418@email.com,Sevilla,2039-11-11,organico,False
2419,Marta Soto 2419,cliente2419@email.com,Bilbao,2039-11-14,referido,False
2420,Pablo Díaz 2420,cliente2420@email.com,Madrid,2039-11-17,email,False
2421,Sara Vega 2421,cliente2421@email.com,Barcelona,2039-11-20,google,False
2422,Ana García 2422,cliente2422@email.com,Valencia,2039-11-23,facebook,True
2423,Luis Martín 2423,cliente2423@email.com,Sevilla,2039-11-26,organico,False
2424,Eva López 2424,cliente2424@email.com,Bilbao,2039-11-29,referido,False
2425,Carlos Ruiz 2425,cliente2425@email.com,Madrid,2039-12-02,email,False
2426,Marta Soto 2426,cliente2426@email.com,Barcelona,2039-12-05,google,False
2427,Pablo Díaz 2427,cliente2427@email.com,Valencia,2039-12-08,facebook,False
2428,Sara Vega 2428,cliente2428@email.com,Sevilla,2039-12-11,organico,False
2429,Ana García 2429,cliente2429@email.com,Bilbao,2039-12-14,referido,True
2430,Luis Martín 2430,cliente2430@email.com,Madrid,2039-12-17,email,False
2431,Eva López 2431,cliente2431@email.com,Barcelona,2039-12-20,google,False
2432,Carlos Ruiz 2432,cliente2432@email.com,Valencia,2039-12-23,facebook,False
2433,Marta Soto 2433,cliente2433@email.com,Sevilla,2039-12-26,organico,False
2434,Pablo Díaz 2434,cliente2434@email.com,Bilbao,2039-12-29,referido,False
2435,Sara Vega 2435,cliente2435@email.com,Madrid,2040-01-01,email,False
2436,Ana García 2436,cliente2436@email.com,Barcelona,2040-01-04,google,True
2437,Luis Martín 2437,cliente2437@email.com,Valencia,2040-01-07,facebook,False
2438,Eva López 2438,cliente2438@email.com,Sevilla,2040-01-10,organico,False
2439,Carlos Ruiz 2439,cliente2439@email.com,Bilbao,2040-01-13,referido,False
2440,Marta Soto 2440,cliente2440@email.com,Madrid,2040-01-16,email,False
2441,Pablo Díaz 2441,cliente2441@email.com,Barcelona,2040-01-19,google,False
2442,Sara Vega 2442,cliente2442@email.com,Valencia,2040-01-22,facebook,False
2443,Ana García 2443,cliente2443@email.com,Sevilla,2040-01-25,organico,True
2444,Luis Martín 2444,cliente2444@email.com,Bilbao,2040-01-28,referido,False
2445,Eva López 2445,cliente2445@email.com,Madrid,2040-01-31,email,False
2446,Carlos Ruiz 2446,cliente2446@email.com,Barcelona,2040-02-03,google,False
2447,Marta Soto 2447,cliente2447@email.com,Valencia,2040-02-06,facebook,False
2448,Pablo Díaz 2448,cliente2448@email.com,Sevilla,2040-02-09,organico,False
2449,Sara Vega 2449,cliente2449@email.com,Bilbao,2040-02-12,referido,False
2450,Ana García 2450,cliente2450@email.com,Madrid,2040-02-15,email,True
2451,Luis Martín 2451,cliente2451@email.com,Barcelona,2040-02-18,google,False
2452,Eva López 2452,cliente2452@email.com,Valencia,2040-02-21,facebook,False
2453,Carlos Ruiz 2453,cliente2453@email.com,Sevilla,2040-02-24,organico,False
2454,Marta Soto 2454,cliente2454@email.com,Bilbao,2040-02-27,referido,False
2455,Pablo Díaz 2455,cliente2455@email.com,Madrid,2040-03-01,email,False
2456,Sara Vega 2456,cliente2456@email.com,Barcelona,2040-03-04,google,False
2457,Ana García 2457,cliente2457@email.com,Valencia,2040-03-07,facebook,True
2458,Luis Martín 2458,cliente2458@email.com,Sevilla,2040-03-10,organico,False
2459,Eva López 2459,cliente2459@email.com,Bilbao,2040-03-13,referido,False
2460,Carlos Ruiz 2460,cliente2460@email.com,Madrid,2040-03-16,email,False
